Position,2PtGoals,Assists,CausedTurnovers,FaceoffLosses,FaceoffPercentage,FaceoffWins,FirstName,Goals,GoalsAgainst,GroundBalls,LastName,SavePercentage,Saves,Turnovers,score,Team,AwayScoreFinal,AwayTeam,HomeScoreFinal,HomeTeam,GameDateTime,Missed2PtGoals,MissedGoals,game_name
Midfield,0,0,0,0,0,0,Connor,1,0,0,Buczek,0,0,1,2,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,0,0,0,Jake,0,0,1,Richard,0,0,0,1,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,0,0,0,Joel,0,0,2,Tinney,0,0,1,0,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,0,0,0,John,0,0,0,Crawley,0,0,0,0,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,0,2,0,0,0,Kevin,0,0,2,Unterstein,0,0,1,14,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,0,0,0,Paul,0,0,1,Rabil,0,0,0,1,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,1,0,0,Jeremy,0,0,0,Thompson,0,0,0,-0.5,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,1,0,0,0,0,Romar,0,0,3,Dennis,0,0,2,4,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,0,0,0,Brent,0,0,0,Noseworthy,0,0,0,0,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,1,0,0,0,0,Bryan,1,0,1,Costabile,0,0,1,8,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Attack,0,0,0,0,0,0,Christian,0,0,0,Cuccinello,0,0,0,0,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Attack,0,2,0,0,0,0,Kieran,2,0,0,McArdle,0,0,2,14,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Attack,0,1,0,0,0,0,Wes,0,0,0,Berg,0,0,2,1,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Attack,0,1,0,0,0,0,Ben,0,0,0,Reeves,0,0,0,5,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Attack,0,1,0,0,0,0,Ryan,2,0,3,Drenner,0,0,2,12,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Defense,0,0,1,0,0,0,Noah,0,0,3,Richard,0,0,1,8,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Defense,0,0,0,0,0,0,Brodie,0,0,2,Merrill,0,0,0,2,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Defense,0,0,1,0,0,0,BJ,0,0,2,Grill,0,0,1,7,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Defense,0,0,3,0,0,0,Chris,0,0,1,Sabia,0,0,0,22,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Defense,0,0,0,0,0,0,Brian,0,0,0,Karalunas,0,0,0,0,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Defense,0,0,0,0,0,0,Patrick,0,0,0,Foley,0,0,0,0,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Defense,0,0,0,0,0,0,Ryland,0,0,3,Rees,0,0,1,1,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Faceoff,0,0,0,6,50,6,Drew,0,0,0,Simoneau,0,0,0,9,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Faceoff,0,0,0,5,61.53846154,8,Jake,0,0,2,Withers,0,0,1,13,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Goalie,0,0,0,0,0,0,Charlie,0,11,1,Cipriano,52.17391304,12,1,8,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Goalie,0,0,0,0,0,0,Tate,0,0,0,Boyce,0,0,0,0,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Goalie,0,0,0,0,0,0,Matt,0,0,0,DeLuca,0,0,0,0,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,0,0,0,Ben,1,0,0,McIntosh,0,0,0,4,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,0,0,0,Danny,0,0,0,Eipp,0,0,0,0,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,0,0,0,Ryan,0,0,0,Conrad,0,0,0,0,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,0,0,0,Steven,0,0,1,DeNapoli,0,0,1,-1,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Midfield,0,0,1,0,0,0,Kyle,0,0,0,McClancy,0,0,0,7,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Midfield,0,0,1,0,0,0,Connor,3,0,1,Kelly,0,0,1,18,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,0,0,0,Drew,2,0,1,Snider,0,0,1,7,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Midfield,0,2,0,0,0,0,Zach,0,0,5,Currier,0,0,3,9,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Attack,0,0,0,0,0,0,Austin,1,0,0,Staats,0,0,2,0,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Attack,0,0,0,0,0,0,Connor,2,0,1,Fields,0,0,2,5,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Attack,0,0,0,0,0,0,Curtis,2,0,1,Dickson,0,0,1,7,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Attack,0,0,0,0,0,0,Josh,1,0,0,Byrne,0,0,1,2,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Attack,0,0,0,0,0,0,Miles,0,0,0,Thompson,0,0,1,-2,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Defense,0,0,0,0,0,0,Dan,0,0,0,Coates,0,0,0,0,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Defense,0,0,2,1,0,0,Jack,0,0,2,Rowlett,0,0,1,13.5,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Defense,0,0,4,0,0,0,Jarrod,0,0,2,Neumann,0,0,1,28,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Defense,0,0,0,0,0,0,Johnny,0,0,0,Surdick,0,0,0,0,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Defense,0,0,0,0,0,0,Matt,0,0,2,Rees,0,0,0,2,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Defense,0,0,1,0,0,0,Troy,0,0,3,Reh,0,0,1,8,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Defense,0,0,1,0,0,0,Tyson,0,0,1,Bell,0,0,0,8,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Defense,0,1,0,0,0,0,Jason,0,0,1,Noble,0,0,0,6,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Faceoff,0,0,0,18,14.28571429,3,Thomas,0,0,0,Kelly,0,0,0,-6,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Faceoff,0,0,0,0,0,0,Austin,0,0,0,Henningsen,0,0,0,0,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Goalie,0,0,0,0,0,0,Blaze,0,9,1,Riorden,66.66666667,18,3,10,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Goalie,0,0,0,0,0,0,Dillon,0,0,0,Ward,0,0,0,0,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Midfield,0,0,0,0,0,0,Dhane,1,0,0,Smith,0,0,1,2,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Midfield,0,0,0,0,0,0,Eric,0,0,0,Scott,0,0,0,0,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Midfield,0,0,0,0,0,0,Jake,0,0,1,Froccaro,0,0,1,-1,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Midfield,0,0,0,0,0,0,Kevin,0,0,0,Buchanan,0,0,0,0,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Midfield,0,1,0,0,0,0,Mark,0,0,1,Glicini,0,0,0,6,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Midfield,0,0,0,0,0,0,Patrick,1,0,2,Resch,0,0,0,6,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Midfield,0,0,0,0,0,0,Sergio,1,0,0,Salcido,0,0,1,2,Chaos,9,Chaos,10,Waterdogs,8/1/2020 15:30,NA,NA,Waterdogs_Chaos_08_01_2020
Attack,0,1,0,0,0,0,Christian,2,0,1,Cuccinello,0,0,1,12,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Attack,0,2,0,0,0,0,Kieran,0,0,1,McArdle,0,0,3,5,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Attack,0,0,0,0,0,0,Wes,0,0,1,Berg,0,0,0,1,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Attack,0,0,1,0,0,0,Ben,0,0,1,Reeves,0,0,1,6,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Attack,0,0,0,0,0,0,Ryan,0,0,1,Drenner,0,0,2,-3,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Defense,0,0,0,0,0,0,Noah,0,0,2,Richard,0,0,0,2,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Defense,0,0,0,0,0,0,Brodie,0,0,5,Merrill,0,0,0,5,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Defense,0,0,1,0,0,0,BJ,0,0,0,Grill,0,0,0,7,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Defense,0,0,1,0,0,0,Chris,0,0,4,Sabia,0,0,1,9,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Defense,0,0,0,0,0,0,Brian,0,0,0,Karalunas,0,0,0,0,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Defense,0,0,0,0,0,0,Patrick,0,0,0,Foley,0,0,0,0,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Defense,1,0,2,0,0,0,Ryland,1,0,5,Rees,0,0,0,30,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Faceoff,0,0,0,0,100,11,Drew,0,0,1,Simoneau,0,0,1,22,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Faceoff,0,0,0,3,72.72727273,8,Jake,0,0,0,Withers,0,0,0,17,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Goalie,0,0,0,0,0,0,Charlie,0,0,0,Cipriano,0,0,0,0,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Goalie,0,0,0,0,0,0,Tate,0,0,0,Boyce,0,0,0,0,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Goalie,0,0,0,0,0,0,Matt,0,9,0,DeLuca,55,11,1,9,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Midfield,0,0,1,0,0,0,Ben,2,0,2,McIntosh,0,0,1,15,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Midfield,0,0,0,0,0,0,Danny,0,0,1,Eipp,0,0,0,1,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Midfield,0,0,0,0,0,0,Ryan,0,0,0,Conrad,0,0,0,0,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Midfield,0,1,0,0,0,0,Steven,0,0,1,DeNapoli,0,0,0,6,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Midfield,0,0,0,0,0,0,Kyle,0,0,0,McClancy,0,0,0,0,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Midfield,0,0,0,0,0,0,Connor,1,0,2,Kelly,0,0,1,4,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Midfield,0,1,0,0,0,0,Drew,0,0,1,Snider,0,0,1,4,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Midfield,0,0,0,0,0,0,Zach,3,0,6,Currier,0,0,2,14,Waterdogs,9,Chaos,10,Waterdogs,8/1/2020 15:30,0,0,Waterdogs_Chaos_08_01_2020
Attack,0,4,0,0,0,0,Jordan,0,0,2,Wolf,0,0,4,14,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Attack,0,1,0,0,0,0,Justin,2,0,2,Guterding,0,0,2,11,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Attack,0,0,0,0,0,0,Ty,0,0,0,Thompson,0,0,0,0,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Attack,1,1,0,0,0,0,Brendan,0,0,1,Kavanagh,0,0,1,11,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Attack,0,0,0,0,0,0,Matt,2,0,0,Gaudet,0,0,0,8,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Attack,0,1,0,0,0,0,Jesse,2,0,0,King,0,0,2,9,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Defense,0,0,0,0,0,0,James,0,0,1,Barclay,0,0,0,1,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Defense,0,0,1,0,0,0,Michael,0,0,3,Manley,0,0,1,8,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Defense,0,0,0,0,0,0,Foster,0,0,0,Huggins,0,0,0,0,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Defense,0,0,0,0,0,0,Jesse,0,0,0,Bernhardt,0,0,1,-2,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Defense,0,0,0,0,0,0,Donny,0,0,0,Moss,0,0,0,0,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Defense,0,0,0,0,0,0,Jake,0,0,3,Pulver,0,0,1,1,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Defense,0,0,0,0,0,0,Reece,0,0,3,Eddy,0,0,2,-1,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Defense,0,0,0,0,0,0,Eli,0,0,1,Salama,0,0,0,1,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Faceoff,0,0,0,11,50,11,Connor,0,0,0,Farrell,0,0,2,5,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Faceoff,0,0,0,3,25,1,Hunter,0,0,0,Forbes,0,0,0,0,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Goalie,0,0,0,0,0,0,Brett,0,0,0,Queener,0,0,0,0,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Goalie,0,0,0,0,0,0,John,0,10,0,Galloway,58.33333333,14,0,11,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Midfield,0,0,0,0,0,0,John,2,0,0,Ranagan,0,0,2,4,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Midfield,0,0,0,0,0,0,Jordan,2,0,0,MacIntosh,0,0,1,6,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Midfield,0,0,0,0,0,0,Justin,0,0,0,Turri,0,0,0,0,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Midfield,0,0,0,0,0,0,Ned,0,0,0,Crotty,0,0,0,0,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Midfield,0,0,0,0,0,0,Will,1,0,2,Haus,0,0,1,4,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Midfield,0,0,0,0,0,0,Sam,0,0,0,Duggan,0,0,0,0,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Midfield,0,0,0,0,0,0,Greg,0,0,0,Coholan,0,0,0,0,Chrome,13,Chrome,12,Waterdogs,7/31/2020 21:30,NA,NA,Waterdogs_Chrome_07_31_2020
Attack,0,0,0,0,0,0,Christian,0,0,0,Cuccinello,0,0,1,-2,Waterdogs,13,Chrome,12,Waterdogs,7/31/2020 21:30,0,0,Waterdogs_Chrome_07_31_2020
Attack,0,0,1,0,0,0,Kieran,5,0,4,McArdle,0,0,2,27,Waterdogs,13,Chrome,12,Waterdogs,7/31/2020 21:30,0,0,Waterdogs_Chrome_07_31_2020
Attack,0,0,0,0,0,0,Wes,0,0,1,Berg,0,0,0,1,Waterdogs,13,Chrome,12,Waterdogs,7/31/2020 21:30,0,0,Waterdogs_Chrome_07_31_2020
Attack,0,1,0,0,0,0,Ben,0,0,0,Reeves,0,0,2,1,Waterdogs,13,Chrome,12,Waterdogs,7/31/2020 21:30,0,0,Waterdogs_Chrome_07_31_2020
Attack,0,0,1,0,0,0,Ryan,0,0,0,Drenner,0,0,0,7,Waterdogs,13,Chrome,12,Waterdogs,7/31/2020 21:30,0,0,Waterdogs_Chrome_07_31_2020
Defense,0,0,0,0,0,0,Noah,0,0,3,Richard,0,0,1,1,Waterdogs,13,Chrome,12,Waterdogs,7/31/2020 21:30,0,0,Waterdogs_Chrome_07_31_2020
Defense,0,0,2,0,0,0,Brodie,0,0,2,Merrill,0,0,0,16,Waterdogs,13,Chrome,12,Waterdogs,7/31/2020 21:30,0,0,Waterdogs_Chrome_07_31_2020
Defense,0,0,1,0,0,0,BJ,0,0,0,Grill,0,0,0,7,Waterdogs,13,Chrome,12,Waterdogs,7/31/2020 21:30,0,0,Waterdogs_Chrome_07_31_2020
